p_name,year,latitude,longitude,built_capacity
OE_ALD,2022,31.00734,-86.59386,80.0
Encino Solar Energy Center,2022,35.35121,-106.85992,55.0
Elora Solar,2022,35.05275,-86.35259,150.0
Elk Hill Solar 2,2022,39.80028,-77.81197,15.0
OE_AZ1,2022,33.77108,-113.65453,32.5
Elk Hill Solar 1,2022,39.84802,-77.91581,20.0
OE_GA3,2022,31.19402,-84.13116,57.5
"OR Solar 2, LLC",2022,42.52149,-122.82846,10.0
FastSun 10 (CSG),2022,44.29072,-92.72374,1.0
Ridge Farm,2022,39.88701,-87.68458,2.0
FastSun 11 (CSG),2022,44.29964,-92.74122,1.0
FastSun 19 (CSG),2022,44.65633,-93.11138,1.0
Fitchburg Renewables,2022,42.60269,-71.79639,4.0
Rounseville Solar,2022,41.73847,-70.82894,2.7
"WED Coventry Seven, LLC",2022,41.69824,-71.72233,3.0
"Firwood Solar, LLC",2022,45.37953,-122.22986,10.0
Syncarpha Taos,2022,36.37067,-105.6596,3.1
Firestone Walker Brewery-Phase 1,2022,35.59605,-120.68953,1.6
Route 76 Boone Solar 1,2022,42.42062,-88.84816000000001,2.0
"Finchville Solar, LLC Hybrid (CSG)",2022,41.45484,-74.5511,5.0
"Fifth Standard Solar PV, LLC (Hybrid)",2022,36.15954,-120.11195,150.0
"Fern Solar, LLC",2022,36.01414,-77.68103,100.0
Syncarpha Questa,2022,36.81043,-105.58956,1.6
"Ruff Solar, LLC",2022,35.29365,-81.77324,22.0
FastSun 9 (CSG),2022,44.29635,-92.69788,1.0
FastSun 5 (CSG),2022,43.85904,-91.32433,1.0
FastSun 2 (CSG),2022,44.52665,-92.97627,1.0
FastSun 18 (CSG),2022,43.86529,-91.32923,1.0
Richmond Spider Solar,2022,38.25741,-77.77158,20.0
Novel Schmoll Farms Solar (CSG),2022,43.9894,-92.85727,1.0
"Geddes 1 Solar, LLC",2022,43.43196,-84.1184,2.0
Highlander Solar Energy Station 1,2022,38.25467,-77.75375,165.0
Hickory Grove #1,2022,42.18734,-76.84556,2.0
Hibiscus Solar Energy Center,2022,26.75807,-80.3361,74.5
Hertzberg Community (CSG),2022,45.40649,-94.69773,1.0
Hermsdorf Solar,2022,43.06138,-89.25803,8.0
Helen Solar (CSG),2022,44.78826,-94.05725,4.0
"Hinterland (CSG), LLC",2022,45.42078,-94.01016,1.0
Troupsburg,2022,42.02742,-77.55769,7.0
Rambler,2022,31.52515,-100.6277,200.0
"Ventura Solar, LLC",2022,35.87964,-81.18122,5.0
Novel Bartel Solar (CSG),2022,44.03762,-92.68978,1.0
"Harrison Solar, LLC",2022,34.98381,-78.52346,5.0
Richmond Solar Park 4,2022,39.86469,-84.92866,7.05
Harris Shiloh,2022,32.79539,-84.69429,2.1
"Hayes Solar, LLC",2022,36.38931,-80.73846,3.0
"Holly Swamp Solar, LLC",2022,34.66376,-79.13364,2.0
Holstein 1 Solar Farm,2022,32.0884,-100.17112,204.4
"Honeysuckle Solar, LLC",2022,44.90345,-94.03143,1.0
"Hydra Community Solar Garden, LLC (CSG)",2022,44.41662,-93.21999,1.0
"Techren Solar III, LLC",2022,35.845,-114.97209,25.0
"Hyacinth Solar, LLC",2022,44.47343,-93.20216,1.0
Hurteau Solar Project Hybrid,2022,42.02547,-71.59268,2.0
Huntley,2022,33.33687,-80.64166,75.0
Vale Solar Center,2022,44.15815,-117.44368,3.0
"Huneke (CSG) 2, LLC",2022,44.26668,-92.66721,1.0
"Huneke (CSG) 1, LLC",2022,44.29428,-92.73404,1.0
Valencia 2,2022,32.9107,-115.51228,3.0
"Houston/Winona Community Solar One, LLC",2022,43.86584,-91.32707,1.0
Northfield Solar (CSG),2022,44.41528,-93.15232,5.0
"Hostetter Solar One, LLC",2022,39.68574,-77.64357,2.0
"Horn Rapids Solar, Storage and Training",2022,46.35757,-119.32014,3.2
Hopkinton Phase 2,2022,41.43267,-71.80481,2.5
Hopkins Hill (CSG),2022,41.61743,-71.56745,6.68
"Rancho Seco Solar II, LLC",2022,38.34787,-121.1119,160.0
Novel Benedix Solar (CSG),2022,44.1114,-92.74698,1.0
Moody Air Force Base Solar,2022,30.95322,-83.21638,49.5
Gulf Power Blue Indigo Energy,2022,30.87798,-85.40325,74.5
"Goodhue Community Solar Two, LLC",2022,44.29228,-92.72276,1.0
Goose Pond Solar,2022,42.00961,-72.7831,4.0
Reed Road Solar,2022,42.18569,-88.40866,1.3
Gold Mine,2022,34.07157,-82.22637,1.5
Grandy PV 1,2022,36.23404,-75.88016,18.0
Grasshopper Solar,2022,36.81847,-78.44579,80.0
Greene Durham,2022,33.63491,-83.09298,3.0
Gohman Community Solar (CSG),2022,45.43528,-94.044,1.1
"Trojan Solar, LLC",2022,34.31234,-78.20226,5.0
Taylor Creek Solar,2022,28.51046,-81.03702,74.5
Gliden (Op Zone),2022,36.30258,-76.60339,5.0
Greenpark Solar,2022,44.87618,-122.93531,1.3
"Greensville County Solar Project, LLC",2022,36.64248,-77.56963,80.0
"Greenwich Solar 1, LLC (CSG)",2022,43.07821,-73.53486,5.0
"Golden Field Solar III, LLC",2022,34.83006,-118.37105,192.0
"Goodhue Community Solar Three, LLC (CSG)",2022,44.29827,-92.74057,1.0
Tate Solar,2022,36.06744,-78.01953,5.0
Harmony Solar,2022,28.16391,-81.11086,74.5
Novel Herickhoff Solar (CSG),2022,45.84676,-95.14923,1.0
Villa Roma Rd #1,2022,41.7557,-74.96034,2.0
"Geranium Solar, LLC",2022,44.96477,-95.22935,1.0
Harmony Road Solar,2022,42.16503,-88.46358,1.9
Troup RC50 II,2022,32.89955,-84.89407,1.5
Novel Herber Solar (CSG),2022,44.10457,-91.86845,1.0
Novel DeCook Solar (CSG),2022,44.017,-92.6361,1.0
"Novel Debra Solar, LLC (CSG)",2022,44.09326,-92.75234,1.0
Okeechobee Solar,2022,27.6149,-80.79436,74.5
Hammer Community (CSG),2022,45.42094,-94.00768,1.0
"Hales Mills Solar, LLC",2022,43.01589,-74.3264,3.6
HWY 158 PV,2022,36.42388,-77.07649,9.0
Red Lake Falls Community Hybrid,2022,47.86962,-96.32032,1.0
"Gunsight Solar, LLC",2022,33.76395,-81.06976,75.0
"ZPD-PT Solar Project 2017-044, LLC (CSG)",2022,42.27825,-72.00714,1.0
"Torrington Solar One, LLC",2022,41.82908,-73.07492,2.0
"ZPD-PT Solar Project 2017-038 Hybrid, LLC",2022,42.51871,-71.7082,5.0
Townline Community Solar,2022,43.04232,-78.13718,5.0
Truman Solar,2022,38.95652,-92.24417,10.0
"Trent River Solar, LLC",2022,35.00465,-77.27219,80.0
Troy Solar,2022,38.03742,-86.78896,50.4
"ZPD-PT Solar Project 2017-023, LLC Hybrid (CSG)",2022,42.07517,-72.0112,2.8
"ZPD-PT Solar Project 2017-021, LLC Hybrid (CSG)",2022,42.10504,-72.46581,1.0
"ZPD-PT Solar Project 2017-006, LLC Hybrid",2022,42.22782,-72.20701,4.0
Townsend Road (CSG),2022,42.35243,-76.93463,3.7
Townsite Solar Project Hybrid,2022,35.93878,-114.88659,160.0
Woodlawn II (CSG),2022,41.38844,-87.59047,2.0
"Wyse Fork Solar Farm, LLC",2022,35.21132,-77.49958,2.0
Woodlawn (CSG),2022,41.39654,-87.59481,2.0
"USS Water City Solar, LLC (CSG)",2022,44.21694,-93.58264,1.0
"Suncaster, LLC",2022,35.50282,-77.96982,2.4
"Sweet Tea Solar, LLC",2022,35.15974,-77.13342,4.5
"Swansboro Solar, LLC",2022,34.81428,-77.21208,4.9
Swan Garden,2022,45.72194,-95.26507,1.0
"Svihel Community Solar, LLC (CSG)",2022,45.67747,-93.92204,1.0
Taos Mesa Energy Facility Hybrid,2022,36.44986,-105.63339,15.0
Viking Solar (CSG),2022,39.40448,-90.00253,2.0
"TPE Erath Solar, LLC",2022,32.2635,-98.20784,9.9
West Riverside Energy Center,2022,42.57777,-89.03995,4.4
Venture 4-1D,2022,39.75028,-104.66563,1.5
Venture 3-1C,2022,39.75019,-104.66772,1.5
Venture 2,2022,39.75221,-104.66556,1.5
Venture 1-1A (CSG),2022,39.75222,-104.66771,1.5
Van Buren,2022,34.98343,-78.52846,2.0
Vallecitos Water District,2022,33.21067,-117.17684,1.4
"Taygete Energy Project, LLC",2022,31.18288,-103.16123,255.0
Valencia 3,2022,32.88533,-115.53721,3.0
T Luhman (CSG),2022,44.2838,-92.68527,1.0
"Watertown Solar One, LLC",2022,41.61362,-73.15095,2.0
"Wapello Solar, LLC",2022,41.16157,-91.17754,100.0
"Ware Palmer Road Solar, LLC (CSG)",2022,42.24829,-72.27556,3.0
Syncarpha Northbridge II Hybrid (CSG),2022,42.11121,-71.64576,5.0
Syncarpha Northbridge I Hybrid(CSG),2022,42.11208,-71.6479,5.0
Wallingford Solar,2022,41.44243,-72.83929,16.1
Syncarpha Leicester Hybrid (CSG),2022,42.2547,-71.88801,2.6
Volney II,2022,43.3394,-76.35504,1.5
Syncarpha Puddon I Hybrid (CSG),2022,42.13929,-71.63338,5.0
Syncarpha Tewksbury Hybrid CSG,2022,42.59228,-71.17753,2.8
Washingtonville (CSG),2022,41.42351,-74.16256,2.0
"W. Orange Rd Solar, LLC",2022,42.60324,-72.34281,5.0
Vulcan,2022,41.10274,-87.97733,2.0
Water Strider Solar,2022,37.00373,-79.04388,80.0
Syncarpha Westminster Hybrid CSG,2022,42.59311,-71.86847,4.7
Syncarpha Puddon II Hybrid (CSG),2022,42.13479,-71.62865,5.0
Westmoreland County Solar Project,2022,38.00406,-76.74822,19.9
"Westport Community Solar, LLC",2022,44.93707,-94.90439,1.0
Tedder Solar,2022,34.30243,-79.92499,2.0
"USS Kass Solar, LLC",2022,44.22536,-95.68503,1.0
"USS Hubers Solar, LLC (CSG)",2022,44.45507,-93.12299,1.0
"USS Hancock Solar, LLC (CSG)",2022,44.7032,-93.78674,3.0
Williamsville Hybrid (CSG),2022,42.46802,-72.06881,5.0
Willow Solar Energy Center,2022,27.44673,-82.07492,74.5
"USS Dot Com Solar, LLC (CSG)",2022,44.4223,-94.9232,1.4
Tioga Solar South (CSG),2022,42.14044,-76.28434,5.0
"Wilmot Energy Center, LLC",2022,32.03494,-110.89839,130.0
Titan Solar Project,2022,31.67834,-104.45867,260.0
Windsor Hwy 17 Solar,2022,36.02143,-76.87403,5.0
Todd Solar,2022,38.61162,-75.83462,20.0
Wolfcastle (CSG),2022,41.95349,-88.8325,2.0
Wonderful Huller & Shellling,2022,35.57575,-119.78657,1.5
Wonderful Lost Hills,2022,35.66817,-119.87622,16.7
"USS Danube Solar, LLC",2022,44.7945,-95.09956,1.0
Williams Rd,2022,43.20495,-78.94803,4.0
Williams Acres Solar,2022,45.13737,-122.80016,2.5
Tioga Solar North (CSG),2022,42.14269,-76.28477,5.0
Telegraph Rd #1 Community Solar Farm,2022,42.55992,-78.17881,3.8
Telegraph Rd #2 Community Solar Farm,2022,42.56053,-78.18041,2.0
Union Garden,2022,44.46917,-93.13057,1.0
"USS Wildcat Solar, LLC",2022,44.39683,-92.61227,1.0
"USS Water Town Solar, LLC (CSG)",2022,44.20226,-93.58333,1.0
Warbler Holdings,2022,35.31906,-81.62375,4.0
"USS Viceroy Solar, LLC (CSG)",2022,45.49707,-95.1637,1.0
Whitehorn Solar,2022,36.92794,-79.35324,50.0
"The GSI Group, LLC at Assumption",2022,39.51298,-89.03738,1.5
Whitetail Solar,2022,34.39847,-79.39753,10.0
"Wilbur Woods Solar, LLC",2022,42.60205,-72.35393,5.0
Thunderhead,2022,35.75623,-79.79074,2.6
USS Solar Brick,2022,39.34838,-89.79413,2.7
"USS Rosebud Solar, LLC",2022,44.47278,-94.92498,1.0
"USS Quail Solar, LLC",2022,45.25881,-93.7951,1.0
Wonderful Orchards-Westside,2022,35.73437,-119.73228,5.0
Town of Ware-Canadian Tree,2022,42.26823,-72.29203,1.4
0 Hammond St (CSG),2022,41.80696,-70.73253,5.0
Sun Streams 2,2022,33.31921,-112.81666,150.0
FELPS 2-Calaveras,2022,29.22088,-98.25149,1.0
FELPS 3-Floresville South,2022,29.12908,-98.10634,1.0
FELPS 4-Floresville South,2022,29.1285,-98.10683,1.0
FELPS 5-Floresville South,2022,29.12797,-98.10744,1.0
FELPS 6- Floresville West,2022,29.13322,-98.19338,1.0
FELPS 7- Floresville West,2022,29.13432,-98.19267,1.0
"Fairfield PV - BD Solar Fairfield, LLC",2022,44.63233,-69.59872,5.0
Fairhaven MA 2,2022,41.66176,-70.87684,2.9
Farmington Solar,2022,44.65012,-70.08081,77.0
FastSun 12 (CSG),2022,44.22074,-93.45574,1.0
FastSun 21 (CSG),2022,45.49885,-94.10835,1.0
FastSun 4 (CSG),2022,45.19113,-92.95723,1.0
Few Solar,2022,42.03216,-72.50453,1.0
Fish Springs,2022,40.08063,-119.96367,100.0
Five H Farms Solar Array,2022,37.10966,-120.29829,1.1
Fogarty (CSG),2022,41.51125,-74.35575,2.0
Foothill Sanitary Landfill-Solar Array,2022,38.04211,-120.93608,3.5
Forrest City-Eldridge Road,2022,35.03992,-90.80697,1.0
Forrest City-Prison Site,2022,34.98535,-90.8003,1.0
Fort Green Solar Power Plant,2022,27.64137,-81.93757,74.9
Fort Powhatan Solar,2022,37.25893,-77.092,150.0
Fountain,2022,43.72731,-92.14332,3.0
"Fredonia Solar, LLC",2022,42.45813,-79.34364,1.1
Freehold (CSG),2022,42.37075,-74.04063,2.0
Gala (CSG),2022,42.35454,-89.83624,2.0
FELPS 1-Calaveras,2022,29.22049,-98.2505,1.0
Gaucho Solar,2022,40.5122,-80.314,20.0
"Energix Nokesville, LLC",2022,38.67538,-77.58489,20.0
"Energix Hollyfield, LLC",2022,37.67935,-77.16078,13.0
Dunn Road Solar,2022,45.43149,-122.28648,1.8
"Dunstable Solar 1, LLC",2022,42.66076,-71.51498,4.5
Durrance,2022,27.79196,-82.00025,60.0
Dusenberry,2022,42.76912,-73.62336,5.0
EDF Ph1 Toms River,2022,39.9887,-74.24088,21.3
EMWD - San Jacinto RES BCT,2022,33.80355,-117.02362,4.2
EMWD-Moreno Valley RWRF,2022,33.86125,-117.21404,2.4
EMWD-Perris Valley RWRF,2022,33.75514,-117.2001,3.4
EMWD-San Jacinto RWRF NEM,2022,33.79812,-117.01667,1.3
EMWD-Sun City RWRF,2022,33.69611,-117.21843,1.6
"ENGIE 2019 ProjectCo-MA1, LLC",2022,42.03797,-72.65784,5.0
ER Salvage Yard,2022,44.54522,-72.61255,2.1
"ESA Hamlet NC , LLC",2022,34.88021,-79.67181,4.5
East Blackland Solar Project 1,2022,30.42799,-97.456,144.0
"East Brookfield Adams Road Solar, LLC (CSG)",2022,42.19679,-72.02489,5.0
Edwards Sanborn E1A,2022,34.96308,-118.09633,149.3
Edwards Sanborn E2,2022,34.94432,-118.08728,137.8
Edwards Sanborn E3,2022,34.94229,-118.13546,27.4
Edwards Sanborn S1,2022,35.01858,-118.12409,44.6
Edwardsville Solar II,2022,38.81761,-89.9961,2.0
El Dorado County,2022,38.69854,-120.83068,1.5
"El Dorado Solar, LLC",2022,38.63828,-121.05606,1.5
Elara Solar,2022,28.91217,-99.15697,130.0
Elm Branch Solar 1,2022,32.2367,-96.72181,134.7
"Energix Buckingham, LLC",2022,37.50343,-78.38381,20.0
"Energix Leatherwood, LLC",2022,36.69396,-79.69832,20.0
Duette Solar Power Plant,2022,27.58811,-82.06703,74.5
"Geddes 2 Solar, LLC",2022,43.429,-84.11933,2.0
Glenmere Lake,2022,41.36953,-74.36592,2.0
Kearsarge William Way,2022,42.08156,-71.49211,4.4
Keeversville Solar (CSG),2022,41.25429,-88.21853,2.0
"Kern A Community Solar, LLC (CSG)",2022,37.90246,-88.87717,2.0
"Kirby Road Solar, LLC",2022,38.77894,-76.92009,1.3
Kish (CSG),2022,42.21561,-88.92449,2.0
Knapp East (CSG),2022,43.01657,-78.45502,5.0
Knapp West (CSG),2022,43.01523,-78.45883,5.0
Lake Herman,2022,38.09711,-122.14092,5.0
"Lane Ave Solar, LLC",2022,42.2647,-72.07251,1.5
Lily Solar Hybrid,2022,32.52435,-96.42918,146.0
Logansport Solar,2022,40.75977,-86.38688,16.0
Long John (CSG),2022,41.69474,-88.6593,2.0
"Lukuc B Community Solar, LLC (CSG)",2022,37.83411,-89.04201,2.0
MD - PR97 (CSG),2022,38.93564,-76.71064,2.0
MD-CS-Potomac Edison Co-GA29 TPE,2022,39.59539,-79.38893,2.0
"MN CSG 2019-17, LLC",2022,44.23278,-93.96258,1.0
Madison Solar,2022,42.03109,-72.50423,1.0
Magnolia Springs Solar Center,2022,29.87894,-81.69546,74.5
Maiden Creek Solar Power Plant,2022,35.58885,-81.16303,69.3
"Marigold Community Solar Garden, LLC",2022,44.19741,-93.61806,1.0
"Maverick Solar 4, LLC",2022,33.68838,-115.19952,100.0
"Maverick Solar 6, LLC",2022,33.74024,-115.35214,100.0
Medin (CSG),2022,45.48594,-92.78401,1.0
"Medin 2 Community Solar, LLC (CSG)",2022,45.48159,-92.78271,1.0
Milford Solar OR,2022,45.55991,-123.07153,3.0
Kearsarge Upper Union,2022,42.04857,-71.3908,1.0
Gilcrest V (CSG),2022,40.31736,-104.77195,4.8
Kearsarge Montague BD(CSG),2022,42.58564,-72.55762,2.5
Johnson (CSG) 1,2022,45.48589,-92.81259,1.0
Gloversville Landfill Solar,2022,43.05327,-74.30812,5.0
Golden Solar,2022,44.43501,-71.97043,2.2
"Granby Solar, LLC (CSG)",2022,42.22843,-72.5367,3.0
Graphite Solar I,2022,39.5526,-110.70946,80.0
Greasewood,2022,31.0383,-102.45799,255.0
"Grissom Solar, LLC",2022,36.23835,-77.8391,5.0
Hardeetown Solar Power Plant,2022,29.495,-82.83316,74.9
"Hardin Solar Energy, LLC",2022,40.67182,-83.81533,150.0
"Harry Allen Solar Energy, LLC",2022,36.42552,-114.92319,100.0
"Harts Mill Solar, LLC",2022,35.9087,-77.63901,80.0
Hawthorn Solar I,2022,39.133,-94.48712,10.0
Hawtree Solar,2022,36.5325,-78.11778,65.0
"Hayfield Solar III, LLC (CSG)",2022,43.91755,-92.8625,1.0
Hazel,2022,43.77799,-91.951,3.0
"Hazel Solar, LLC",2022,43.40216,-85.45346,2.0
"Hendershot Solar, LLC",2022,41.98439,-83.88983,2.0
Hillcrest Solar,2022,39.08248,-83.87638,200.0
Hot Springs 2020,2022,34.41572,-93.20125,1.0
Hudson-High Desert Hybrid,2022,34.62574,-117.36933,100.0
"Hunker Solar River, LLC",2022,40.21563,-79.64526,3.3
"Hunter Solar, LLC (UT)",2022,39.1348,-111.05451,100.0
Hurricane Creek (CSG),2022,37.78977,-89.06385,2.0
IGS Frankfort 2 (CSG),2022,41.49324,-87.78452,2.0
IL17021 Brush Creek I CSG,2022,42.45288,-89.63666,2.0
"Jackson Legler Solar 1, LLC",2022,40.06422,-74.35046,2.9
Kearsarge Haverhill,2022,42.75313,-71.04699,2.8
"Milo PV-BD Solar 1, LLC",2022,45.26654,-68.98829,20.0
"Dressor Plains Solar, LLC",2022,39.16632,-89.05268,99.0
Dodds (CSG),2022,42.38042,-89.84118,2.0
Aquamarine,2022,36.20464,-119.91768,250.0
Aragorn Solar Project,2022,31.72276,-104.45058,180.0
Arlington Energy Center II,2022,33.70659,-114.78577,233.0
"Augusta PV-BD Solar Augusta, LLC",2022,44.32733,-69.72667,7.2
Azure Sky Solar,2022,32.99598,-99.61806,225.0
BRE NC Solar 3,2022,36.38446,-78.61651,5.0
"BWC Lake Lashaway, LLC Hybrid",2022,42.24795,-72.04944,4.2
"BWC Muddy Brook, LLC Hybrid",2022,42.09699,-71.50682,1.0
"BWC Stony Brook, LLC Hybrid",2022,42.63761,-71.4034,1.6
Badger Hollow I,2022,42.93844,-90.37405,150.0
Bani Solar,2022,33.95134,-79.9366,2.0
Barron Solar Array,2022,45.38563,-91.82413,3.0
Barrow Solar,2022,42.03329,-72.50485,2.0
Battle Mountain Solar Project,2022,40.7209,-117.06381,101.0
Bay Tree,2022,34.70418,-78.41981,70.1
Bedford Solar,2022,36.70254,-76.16663,70.0
Bellisario Solar 1,2022,42.45197,-76.12335,5.0
Bellisario Solar 2,2022,42.44985,-76.1233,5.0
Bellisario Solar 3,2022,42.45318,-76.13129,5.0
Berry Road Solar,2022,34.63903,-82.32867,2.0
Big Bend II Solar,2022,27.77991,-82.39072,45.8
Big Tree Community Solar Farm,2022,42.76135,-78.55951,2.0
Bighorn Solar 1,2022,38.19255,-104.5991,240.0
Billings Road,2022,44.52329,-72.36997,1.7
Blair Solar,2022,42.02994,-72.50325,1.0
Antelope Expansion 3A,2022,34.72749,-118.32237,15.0
Blodgett Solar (CSG),2022,42.67592,-71.45169,5.0
"Angola Solar, LLC",2022,41.83471,-85.00775,2.0
Anderson (SC),2022,34.49301,-82.67405,2.0
1001 Ebenezer Church Solar,2022,36.28387,-80.84126,5.0
1008 Matthews Solar,2022,36.21672,-80.55105,4.9
1009 Yadkin Solar,2022,36.14855,-80.65648,4.9
"1034 Catherine Lake Solar, LLC",2022,34.78415,-77.49926,4.9
1045 Tomlin Mill Solar,2022,35.92237,-80.83924,4.9
"1051 Lucky Solar, LLC",2022,36.1495,-80.81877,4.8
1073 Onslow Solar,2022,34.77305,-77.18617,4.7
160 Tihonet Rd Hybrid,2022,41.79966,-70.70294,5.0
1634 Solar,2022,34.33733,-80.08128,2.0
196 Tremont St,2022,41.84859,-70.72842,1.5
276 Federal Rd,2022,41.80443,-70.7218,5.0
299 Farm to Market Rd Hybrid,2022,41.80015,-70.72596,3.0
2W Permian Solar Project Hybrid,2022,32.0929,-102.57708,420.0
59 Federal Rd,2022,41.829,-70.72608,5.0
77 Farm to Market Rd Hybrid,2022,41.79167,-70.7247,5.0
"AES Belleville Solar, LLC",2022,38.48575,-90.01476,9.9
"ANSON Solar Center, LLC",2022,32.79794,-99.91498,200.0
"ASD Wallum MA Solar, LLC(CSG)",2022,42.01196,-71.75925,5.0
Acton,2022,43.54547,-70.90744,3.5
Adams,2022,34.69397,-82.52813,2.0
Alamosa Solar South (CSG),2022,37.4524,-105.86041,1.6
Almond,2022,36.14854,-119.9143,19.9
Altavista Solar,2022,37.14672,-79.3565,80.0
"Amaterasu, LLC",2022,42.52415,-71.6775,4.6
"Ameresco Danville Solar, LLC",2022,40.11222,-87.65158,2.0
Angel Fire Energy Facility,2022,36.4167,-105.28321,9.8
Dresser Hill (CSG),2022,42.08032,-72.0084,3.7
"Blue Jay Solar I, LLC",2022,30.71451,-96.07726,210.0
Bluestone Solar,2022,36.80999,-78.48678,49.9
Clay Solar (CSG),2022,43.19678,-76.20706,5.0
"Clendenin A Community Solar, LLC (CSG)",2022,37.82676,-89.01311,2.0
Cokato (CSG),2022,45.08572,-94.21424,4.0
Conagra Foods at St. Elmo,2022,39.01063,-88.84413,1.8
Coniglio Solar,2022,33.41058,-96.07156,123.6
Connexus Solar Baldwin 1BDN,2022,45.5498,-93.59781,3.3
Connexus Solar Stanford 1STF,2022,45.41594,-93.39287,7.3
Cool Springs Solar (Hybrid),2022,30.74239,-84.66285,213.0
"Copper Mountain Solar 5, LLC",2022,35.77177,-114.97666,250.0
"Corazon Energy, LLC",2022,27.65684,-99.23182,200.0
Cornillie Solar (CSG),2022,45.46064,-92.89967,1.0
Cortland,2022,41.92522,-88.67188,2.0
Cortlandville I Solar (CSG),2022,42.60691,-76.1513,5.0
Cotton Creek Solar Energy Center,2022,30.84868,-87.34403,74.5
County Road 17 (CSG),2022,42.27729,-75.54067,3.3
"Cranberry Highway Solar, LLC",2022,41.78839,-70.74443,2.2
"Cuba 2.5ac, LLC",2022,36.01769,-106.94563,2.5
DGS Valley State Prison,2022,37.08762,-120.15038,2.3
DOCCS Eastern,2022,41.7389,-74.36972,5.0
DOCCS Midstate,2022,43.16498,-75.3098,3.8
DOCCS Wende,2022,42.9297,-78.55521,5.0
Deer Creek 2,2022,38.62917,-120.98265,1.3
Delanco,2022,40.04972,-74.93502,2.4
Desper Solar,2022,38.00768,-78.04854,88.2
Discovery Solar Center,2022,28.5362,-80.67355,74.5
City of Bowie,2022,38.90005,-76.68689,2.0
"Blue Prairie Solar, LLC",2022,44.28538,-90.91447,2.5
Charter Durabar at Woodstock,2022,42.29002,-88.40656,2.0
Carolina Lily Solar,2022,35.96797,-80.44805,5.0
Blythe Mesa Solar II,2022,33.57548,-114.73943,223.6
Branch Solar Farm,2022,35.30769,-93.92437,5.0
Brazoria West,2022,29.20733,-95.65581,200.0
Bremen,2022,41.46283,-86.16373,6.8
Briar Creek Solar 1,2022,32.06907,-96.57263,127.0
Briel Solar Farm,2022,37.52488,-77.26396,20.0
"Bright Field Solar, LLC (CSG)",2022,42.46107,-77.73595,4.0
"Bright Hill Solar, LLC (CSG)",2022,42.468,-77.70646,5.0
"Bright Oak Solar, LLC (CSG)",2022,43.03519,-78.24403,4.0
"Brightwood Solar, LLC",2022,45.3834,-122.07911,10.0
Bristol Solar,2022,45.14487,-122.78669,3.0
"Bristol Solar One, LLC",2022,41.69112,-72.97902,3.0
"Brooten (CSG) 1, LLC",2022,45.49748,-95.16159,1.0
"Buffalo Lake (CSG) 1, LLC",2022,44.73221,-94.62271,1.0
"Bullhead Solar, LLC",2022,41.95995,-84.67184,2.0
Bullis Road Solar (CSG),2022,42.83724,-78.57278,4.5
"Butler Solar, LLC",2022,45.10147,-123.41943,4.0
"Buttercup Solar, LLC",2022,34.82829,-77.97369,5.0
Byron Highway Solar,2022,37.84714,-121.61682,5.0
CCUA Solar,2022,39.41454,-75.23526,1.5
CES Marbletown Solar,2022,41.8904,-74.09295,3.0
"Cabin Creek Solar, LLC",2022,35.34101,-79.73771,70.2
California State Univ at Channel Islands,2022,34.16886,-119.05396,3.7
"Camden Solar, LLC",2022,36.31004,-76.1449,20.0
Carlson Community (CSG),2022,45.48505,-92.81385,1.0
Central 40,2022,37.24862,-121.1087,40.0
Minisink (CSG),2022,41.35321,-74.51634,1.0
"Helen (CSG) 1, LLC",2022,44.78837,-94.05234,1.0
Plott Hound Solar,2022,35.1473,-77.12259,5.0
Rochambeau Solar,2022,37.35708,-76.75834,19.9
"Novel Wayne Solar, LLC (CSG)",2022,44.10281,-92.74516,1.0
Robins Air Force Base Solar,2022,32.6863,-83.62727,128.0
Novel Winegar Partnership Solar (CSG),2022,44.09025,-93.55411,1.0
O'Brien Solar Fields,2022,42.99769,-89.45342,20.0
OER Checkerspot,2022,38.78354,-76.57208,1.5
Robin Solar,2022,35.26847,-78.07998,5.0
"Riverstart Solar Park, LLC",2022,40.0452,-85.05144,200.0
"River Valley, LLC (NY) (CSG)",2022,42.06366,-78.47767,5.0
River Road,2022,44.74637,-69.76651,5.0
"Oak Leaf Solar XVIII, LLC",2022,39.89747,-104.66564,9.0
Ridgeback,2022,35.8603,-79.57946,2.6
Richmond 5,2022,39.80378,-84.87544,9.0
Old Cedar Solar Energy Storage,2022,35.71111,-79.78996,1.0
Old Middleboro Road Solar,2022,41.79687,-70.8286,5.0
Rockford (CSG),2022,42.16121,-89.04111,2.0
Olmstead II (CSG),2022,42.37062,-89.79587,2.0
Rodeo Solar Center,2022,27.32378,-81.79141,74.5
"Novel Stavem Solar, LLC (CSG)",2022,45.66661,-95.40211,1.0
Norwich Solar and Energy Storage (CSG),2022,42.55116,-75.53132,5.0
Nostrand,2022,41.20804,-87.83513,2.0
Novel David Solar LLC CSG,2022,43.99385,-93.49905,1.0
SR Lumpkin,2022,32.02679,-84.73673,100.0
Novel Handeland Solar LLC (CSG),2022,44.78264,-95.78552,1.0
SR Arlington I,2022,31.40476,-84.83722,20.0
"SE Athos II, LLC",2022,33.74373,-115.31326,200.0
Ryland Road Solar,2022,36.27669,-76.64607,5.0
"Plato (CSG) 1, LLC",2022,44.79098,-94.08233,1.0
