p_name,year,latitude,longitude,built_capacity
GWCC PV Solar Farm,2021,39.01729,-76.90892,1.6
L&D Landfill Solar,2021,39.98162,-74.76531,10.0
GKS Solar,2021,36.25092,-76.50215,5.0
"LKL BLBD, LLC",2021,28.06697,-82.01798,6.0
"TWE Chocowinity Solar, LLC",2021,35.49983,-77.10835,4.5
"Lafayette Solar I, LLC",2021,35.23229,-81.56364,1.9
Laho Solar Plant,2021,38.29272,-113.03494,3.0
Ft. Churchill PV,2021,39.12149,-119.14091,18.0
Fresno Solar,2021,36.61689,-120.10512,3.0
Lanesville Solar RES,2021,38.27118,-85.98525,1.1
"Langdon Solar Farm, LLC",2021,35.44786,-78.41283,5.0
Laurinburg Farm,2021,34.76072,-79.44422,5.0
Laurinburg Solar,2021,34.75726,-79.42528,5.0
"Rockfish Solar, LLC",2021,38.58719,-76.87896,10.3
"Leicester One MA Solar, LLC",2021,42.22355,-71.87403,4.8
Leominster,2021,42.56213,-71.75597,2.0
Freetown Solar,2021,41.76825,-70.98764,4.5
"Rockingham Solar, LLC",2021,34.98039,-79.60698,4.9
Thornton PV1,2021,35.39576,-77.66135,5.0
Little River PV 1,2021,35.53912,-79.80332,5.0
Little Rock Pham Solar,2021,34.60002,-117.94906,3.0
Foxfire Solar Farm,2021,35.22376,-79.55136,5.0
"Littlefield Solar Center, LLC",2021,35.43333,-77.43859,5.0
Lordstown Motor Corp,2021,41.14768,-80.8838,1.7
Lost Hills/Blackwell,2021,35.62576,-119.85428,32.0
"Roper Farm, LLC",2021,35.18728,-81.44078,5.0
"Innovative Solar 18, LLC",2021,35.37724,-81.79506,1.9
Fisher Solar Farm-NC,2021,36.05823,-77.75723,5.0
"Cottonwood Solar, LLC (City of Corcoran)",2021,36.13612,-119.55886,12.0
"Yanceyville Farm 2, LLC",2021,36.41261,-79.31478,5.0
Sarah Solar,2021,36.13811,-78.14599,5.0
Soluga Farms III,2021,35.21734,-78.67343,5.0
Brickyard Solar,2021,40.19375,-74.15518,1.5
Bridgewater Solar (CSG),2021,41.96218,-70.97781,3.0
Desert Star Hybrid,2021,33.14422,-112.66159,11.2
Solar Star 2,2021,34.82973,-118.44115,279.5
Solar Star 1,2021,34.81421,-118.38896,314.4
Apple One,2021,35.62956,-81.15774,5.0
Apple Data Center PV3,2021,35.69559,-81.15166,17.5
Apex Solar,2021,45.23268,-112.75331,80.0
"Cottonwood Solar, LLC (Goose Lake)",2021,35.59072,-119.57613,12.0
Brookside,2021,41.98614,-71.58485,1.0
Buckhorn Solar Plant,2021,38.02294,-112.73169,3.0
Stikeleather Farm,2021,35.90215,-81.10496,5.0
Buddy Solar,2021,35.54194,-80.364,4.0
"SoINCPower 6, LLC",2021,36.44714,-76.58038,5.0
Coronus Adelanto West 2,2021,34.54889,-117.46744,1.5
Coronus Adelanto West 1,2021,34.54982,-117.46669,1.5
Coronal Lost Hills,2021,35.72709,-119.90559,20.0
Whitakers,2021,36.13086,-77.73704,12.0
Braley Road 2,2021,41.74885,-70.96593,2.6
"SoINCPower 5, LLC",2021,36.0549,-77.75454,5.0
"Wildwood Solar I, LLC",2021,35.61905,-119.56894,20.0
Woodland Church Farm,2021,35.05877,-77.85349,5.0
"Bladenboro Solar, LLC",2021,34.54832,-78.81919,4.8
4 Oaks,2021,35.43246,-78.41291,5.0
"Aspen Solar, LLC",2021,34.79145,-78.01454,4.9
"Yanceyville Farm 3, LLC",2021,36.43061,-79.3496,4.9
Ashley Solar Farm,2021,36.12634,-80.79917,4.0
"DD Hay Road Solar 23, LLC",2021,39.73581,-75.51255,1.2
"DD Fayetteville Solar NC, LLC",2021,34.83446,-78.84344,23.1
BlueWave Capital-Grafton (SREC II),2021,42.22372,-71.66691,1.3
South Valley Solar Energy Center,2021,34.98549,-106.73097,10.0
Sandstone Solar,2021,33.04145,-111.45196,45.0
South Milford Solar Plant,2021,38.31579,-113.05526,2.9
Arizona Western College PV,2021,32.68608,-114.49599,5.7
Curry Solar,2021,32.03628,-82.14082,1.1
"Currin Solar, LLC",2021,36.29091,-78.63458,5.2
"Blythe Solar IV, LLC",2021,33.68189,-114.76953,137.4
Soul City Solar,2021,36.41699,-78.2616,3.5
Sunnyside Ranch Community Solar Array,2021,39.41265,-107.15829,1.5
Santa Fe Solar Energy Center,2021,35.56181,-106.08466,9.5
Santolina Solar Energy Center,2021,35.0127,-106.861,10.5
Bordentown Solar,2021,40.03797,-74.7768,6.8
"Creswell Alligood Solar, LLC",2021,35.88581,-76.37995,14.0
Bradley PV1,2021,36.26129,-77.07798,5.0
Spring Hill Road,2021,42.4192,-72.18063,1.9
Cornell Geneva Solar Farm,2021,42.86269,-77.03289,2.0
"West Salisbury Farm, LLC",2021,35.6675,-80.52326,5.0
Cecil County CCVT HS,2021,39.64987,-75.80631,2.0
"Adelanto Solar, LLC",2021,34.55379,-117.37724,20.0
"Cedar Solar, LLC",2021,34.90757,-77.78254,4.9
Cedar Valley Solar Plant,2021,37.80824,-113.08911,3.0
"Sutter Greenworks, LLC",2021,40.92023,-72.76555,4.0
"Shelby Randolph Road Solar 1, LLC",2021,35.30986,-81.59124,1.9
Shawboro PV1,2021,36.43424,-76.08516,20.0
"Algonquin SKIC 20 Solar, LLC",2021,35.1246,-119.24065,22.0
Charlotte Solar,2021,35.26285,-81.82195,5.0
City of Truth or Consequences PV,2021,33.12037,-107.29022,1.9
Adera Solar,2021,37.12053,-120.32451,20.0
"Shankle Solar Center, LLC",2021,34.94575,-79.19351,4.8
"Shafter Solar, LLC",2021,35.4507,-119.12703,20.0
"Albertson Solar, LLC",2021,35.09587,-77.81166,5.0
Chicopee Granby Road Solar,2021,42.15815,-72.59591,1.6
Chicopee River Solar,2021,42.15009,-72.55248,2.0
Seville 2,2021,33.10917,-116.00299,30.0
Sugar Run Solar,2021,36.43798,-76.59516,5.0
Seville 1,2021,33.11648,-116.00161,20.0
Alamo Solar,2021,34.685810000000004,-117.34526,18.7
Cibola,2021,35.2558,-107.24862,7.6
"Adelanto Solar II, LLC",2021,34.55384,-117.36966,7.0
Corcoran Solar 2,2021,36.14149,-119.58239,19.75
"Catalina Solar 2, LLC",2021,34.92699,-118.35702,18.4
"Colton Solar One, LLC",2021,34.09405,-117.31901,2.5
Yadkinville Solar,2021,36.14082,-80.61045,3.5
"AP North Lake I, LP",2021,33.74168,-117.01147,20.0
Skylark,2021,40.5776,-104.89585,4.0
Yadkin 601 Farm,2021,36.19838,-80.69655,3.0
CNE at Cambridge MD,2021,38.51718,-76.0206,3.2
Copper Mountain Solar 3,2021,35.88183,-114.96549,255.0
Copper Mountain Solar 2,2021,35.78577,-114.96163,154.0
Calverton,2021,40.92081,-72.74307,3.9
Scotland Solar RES,2021,38.90972,-86.94759,1.1
Woodmere Solar Farm,2021,35.32355,-118.82082,14.99
Camp Lejeune Solar,2021,34.72393,-77.35124,12.8
Conetoe Solar,2021,35.8277,-77.45773,5.0
"Conetoe II Solar, LLC",2021,35.81454,-77.49409,81.0
Sierra Solar Greenworks,2021,34.69824,-118.33764,20.0
Shorthorn Holdings,2021,34.68669,-79.53998,8.9
Angel Solar,2021,35.65028,-81.20805,5.0
"Columbia Solar Energy, LLC",2021,38.01946,-121.86437,19.2
Andrew Solar,2021,35.16039,-77.10968,5.0
"Adams Community Solar Garden III, LLC",2021,39.78629,-104.58679,1.2
"Adams Community Solar Garden, LLC",2021,39.78741,-104.58607,1.2
"Colton Solar Two, LLC",2021,34.04226,-117.36181,1.0
CoServ Community Solar Station,2021,33.2706,-96.97918,2.0
"Bizzell Church Solar 1, LLC",2021,35.54933,-78.17816,5.2
Citizen B,2021,36.72185,-120.4301,5.0
Atkinson Farm Solar,2021,34.89749,-77.7951,5.0
"York Road Solar I, LLC",2021,35.21968,-81.33137,1.9
Beryl Solar Plant,2021,37.63913,-113.6453,3.0
Wellons Farm,2021,35.51139,-78.2891,5.0
Spruce-WCMD-Creek,2021,39.67167,-77.82329,2.0
Spruce-WCMD-Rubble I,2021,39.61865,-77.82341,2.0
Sun Devil Solar,2021,36.43447,-77.9705,5.0
Belmont,2021,39.72044,-86.19205,3.8
Sun Harvest Solar NDP1,2021,37.05779,-120.64901,1.5
Spruce-WCMD-Rubble II,2021,39.62069,-77.82493,2.0
Belchertown,2021,42.25952,-72.40031,1.0
Sampson Solar,2021,34.96164,-78.47084,2.0
Sunfish Farm,2021,35.55777,-78.73549,5.0
BRE,2021,36.36808,-78.62473,4.9
Beaver Run,2021,41.15292,-74.63972,7.85
"Beaufort Solar, LLC",2021,35.45587,-77.13576,15.0
Stafford Hill Solar Hybrid,2021,43.61942,-72.94926,2.0
"Windsor Cooper HIill Solar, LLC",2021,35.96651,-76.91256,5.0
Decatur County Solar Project,2021,30.96692,-84.62528,18.97
"Decatur Parkway Solar Project, LLC",2021,30.99248,-84.63634,81.06
BWC Swan Pond River (CSG),2021,41.79647,-71.22056,1.6
Sweetgum Solar,2021,35.45936,-79.18057,4.9
Barilla Solar,2021,30.95785,-103.35315,29.76
Bakersfield 111,2021,35.31479,-118.98898,1.4
Balsam,2021,35.45857,-79.17548,5.0
Stagecoach Solar,2021,36.41298,-78.46236,5.0
Bethel Solar,2021,35.79713,-77.37887,5.0
"Augustus Farm, LLC",2021,35.60137,-77.63719,4.9
"BG Stewart Solar Farm, LLC",2021,34.97018,-80.38891,4.9
Atwell Island West Solar,2021,35.81509,-119.45968,20.02
Springer Solar 1,2021,36.3987,-104.59385,0.9
Milo Solar,2021,36.15031,-79.34852,3.0
Paynesville Solar,2021,45.39369,-94.72513,10.0
"Williamston West Farm, LLC",2021,35.83541,-77.1083,4.9
Pollocksville Solar,2021,34.99645,-77.21969,5.0
Shirley Water,2021,42.55469,-71.62369,2.0
Carol Jean Solar,2021,36.31213,-80.15253,4.0
"Railroad Solar Farm, LLC",2021,34.68052,-79.18507,4.1
Hastings Solar,2021,44.75919,-92.82485,4.5
Weston Landfill Solar,2021,42.37441,-71.28228,1.8
"Railroad Solar Center, LLC",2021,43.99911,-117.10048,4.5
Pine Island Solar,2021,44.20509,-92.66399,4.0
"Caprock Solar 1, LLC",2021,34.98683,-103.62828,25.0
Hazlehurst II,2021,31.82015,-82.59871,52.5
"Maxton Solar, LLC",2021,34.71678,-79.31497,4.9
"Rancho Seco Solar, LLC",2021,38.34318,-121.11673,10.88
Battleboro Farm,2021,36.05525,-77.7599,5.2
"Lux Solar, LLC",2021,35.24101,-81.42951,2.0
Wortham Solar Farm,2021,36.35347,-78.38082,5.0
Carver MA 1 Community Solar,2021,41.94664,-70.76141,2.0
Harford Solar Farm,2021,42.44405,-76.2352,2.0
"Hardison Farm Solar, LLC",2021,35.83148,-77.02312,5.2
Happy Solar,2021,35.39732,-78.51116,4.0
Rantoul Solar,2021,40.28605,-88.13387,1.0
Munro Valley Solar,2021,36.26482,-117.99548,4.0
Sheridan School Corporation Solar,2021,40.14016,-86.2117,0.8
Murdock Solar,2021,35.66348,-78.52124,4.0
Taylor County Solar,2021,32.58494,-84.3042,146.0
Raritan Solar,2021,40.46434,-74.85711,7.5
Amethyst Solar,2021,35.31718,-81.92739,3.0
Pierre Solar,2021,44.38867,-100.30709,1.0
Stafford MS Ground Mount Community Solar,2021,41.96396,-72.30825,2.0
Hecate Energy Beacon Solar 3,2021,35.24854,-118.00906,56.0
Hecate Energy Beacon Solar 4,2021,35.2519,-118.02507,50.0
UI RCP Bridgeport Seaside,2021,41.15572,-73.21104,2.2
Silvi Gibraltar Rock,2021,40.45119,-74.71639,3.0
Silver State Solar Power South,2021,35.60788,-115.33728,250.0
Owens Corning,2021,39.83792,-75.05297,2.8
Westside Solar Power PV1,2021,36.21778,-119.90678,2.0
Calipatria Solar Farm,2021,33.16562,-115.53189,20.0
Mount Olive Solar,2021,35.1797,-78.10005,2.0
Annandale Solar,2021,45.24816,-94.10895,6.0
Holdrege Solar Center,2021,40.82367,-96.81726,4.0
Valley Center,2021,33.24965,-117.02176,2.3
Owen Solar,2021,35.5857,-81.31606,5.0
Pawpaw Solar Plant,2021,32.5734,-84.25577,30.48
McCoy Solar Energy Project Hybrid,2021,33.70374,-114.76483,270.6
Westport MA 2 Community Solar,2021,41.61781,-71.04377,1.2
Valley Sanitary District WTP Solar,2021,33.71778,-116.19827,1.0
"Siler 421 Farm, LLC",2021,35.74786,-79.4523,4.9
"Long Farm 46 Solar, LLC",2021,36.46742,-77.61804,5.0
"Longboat Solar, LLC",2021,34.90406,-117.10315,20.0
"Vance Solar Farm, LLC",2021,36.25808,-78.41828,4.9
Rail Trail,2021,42.24444,-73.36724,2.0
"Williamston Speight Solar, LLC",2021,35.8943,-77.16277,15.0
Canis Minor Solar Farm,2021,41.89186,-72.98921,1.0
Henrietta Solar Project,2021,36.21454,-119.80673,102.0
Kings Bay Solar Facility,2021,30.83235,-81.55683,30.0
Musgrave East Solar Farm,2021,42.73177,-76.66693,2.0
Henryville Solar RES,2021,38.59704,-85.77764,1.1
Canis Major Solar Farm,2021,42.00911,-72.65046,2.0
Candace Solar,2021,35.48685,-78.19204,5.0
Hertford Solar Farm,2021,36.13435,-76.48999,5.0
Canandaigua Solar Array,2021,42.88983,-77.25585,2.0
Westport MA 1 Community Solar,2021,41.6162,-71.04508,1.3
Camp Ripley Solar,2021,46.09112,-94.34019,10.8
Longview Solar,2021,38.40432,-75.67239000000001,13.6
Castor Solar,2021,35.21097,-119.38752,1.5
MC1 Solar,2021,35.87326,-77.14321,5.0
"Catawba Solar, LLC",2021,35.61314,-80.53292,2.0
"Barnhill Road Solar, LLC",2021,36.26886,-76.29927,3.1
"Granite Mountain Solar West, LLC",2021,37.78565,-113.28023,50.4
"Granite Mountain Solar East, LLC",2021,37.77038,-113.22366,80.0
Granger,2021,33.2694,-117.05773,3.0
Grand View Solar Two,2021,43.01597,-116.01581,80.0
Grand Valley Solar Gardens,2021,42.95329,-85.90123,3.0
Atwater Solar,2021,45.141,-94.76845,4.0
Shakopee Met Council WTP,2021,44.79655,-93.4368,1.3
Marshall Solar Farm (MO),2021,39.09486,-93.21099,2.8
Grafton PV,2021,42.22598,-71.66311,2.7
Sudbury Solar,2021,43.83229,-73.19235,2.0
Gore Mountain Solar II,2021,43.54389,-73.32297,2.0
Baker PV 1,2021,36.26868,-77.06085,5.0
Baker Point,2021,39.57022,-77.36099,9.0
Sharon Station,2021,40.18057,-74.53777,2.8
Manatee Solar Energy Center,2021,27.62807,-82.35535,74.5
Goldfinch,2021,27.98371,-82.04243,3.0
Tarboro Solar,2021,35.85946,-77.50032,5.0
Albany Solar,2021,45.64079,-94.60368,10.0
"Golden Fields Solar I, LLC",2021,34.84045,-118.39113,54.0
"Victory Solar, LLC",2021,39.79164,-104.43697,12.83
"Nash 97 Solar, LLC",2021,35.85233,-78.20642,5.2
"Mariposa Solar Center, LLC",2021,35.37496,-81.08705,5.0
Chisago Community Solar,2021,45.41313,-92.68277,3.6
"Kokomo Solar 1, LLC",2021,40.47365,-86.14649,5.4
Chisago Solar,2021,45.45241,-92.90188,6.5
"Steel Bridge Solar, LLC",2021,45.06768,-123.47097,2.3
"Open Range Solar Center, LLC",2021,43.79696,-117.06293,10.0
Church Hill,2021,39.11363,-75.96088,6.0
Stainback Solar Farm,2021,36.39357,-78.32999,5.0
Kojak Farm,2021,35.79961,-78.10119,5.0
Chei Solar,2021,35.89194,-78.18234,5.0
"Chaves Solar, LLC",2021,33.44761,-104.44363,70.0
"Perkins Solar, LLC",2021,36.43734,-78.97159,2.0
"Hadley 2 Solar, LLC (CSG)",2021,42.35101,-72.55676,1.9
HQC Rock River Solar Power Gen Station,2021,42.5788,-89.03384,2.1
Westminster,2021,43.08706,-72.44732,1.8
HGS Solar I,2021,43.54387,-73.32511,2.0
Kirkwall Holdings,2021,34.98767,-78.13743,5.0
Barrett PV,2021,42.16068,-71.87368,11.93
Red Horse III,2021,32.26815,-110.15138,30.0
"Red Oak Solar Farm, LLC",2021,35.99569,-77.93622,4.9
Steel Sun,2021,42.81268,-78.85194,2.0
Cedar Branch,2021,39.50268,-74.9617,5.9
NHA at Mansfield NJ,2021,40.75963,-74.9354,5.0
"Grove Solar Center, LLC",2021,43.93605,-117.3849,6.0
Cedar Falls Solar Farm,2021,42.48162,-92.45804,1.5
Babcock Solar Energy Center Hybrid,2021,26.86561,-81.73802,74.5
Philip Morris,2021,37.34174,-77.28686,0.8
Greenwood Solar Farm,2021,43.09976,-82.69973,1.9
Greenwood (MO),2021,38.86342,-94.29738,3.0
Western Michigan Solar Gardens,2021,42.25132,-85.6419,1.0
Perry Solar Facility,2021,30.12254,-83.56103,5.1
Pfeffers,2021,39.42697,-76.39305,1.0
Twin Branch PV,2021,41.68628,-86.12173,2.6
Pfizer Peapack Solar,2021,40.71478,-74.66592,6.2
Central Antelope Dry Ranch C,2021,34.72063,-118.30239,20.0
CPS 1 Community Solar,2021,29.36235,-98.23337,1.0
Wye Mills VNEM (CSG),2021,38.93813,-76.04531,10.0
Tart Farm,2021,35.20402,-78.67966,5.0
Winton Solar,2021,36.37436,-76.93981,5.0
Star Solar,2021,36.0797,-78.82368,5.0
Red Wing Community Solar,2021,44.54578,-92.51086,4.9
Osceola Solar Facility,2021,28.05819,-81.24303,3.8
Centaurus Solar-MA,2021,42.25224,-71.4263,2.4
Green Farm,2021,35.83583,-77.26657,5.0
RE Tranquillity,2021,36.57086,-120.39937,205.3
"Live Oak Solar, LLC",2021,32.42075,-82.10566,51.0
"South Winston Farm, LLC",2021,36.02784,-80.30028,5.2
"Jeffco Community Solar Gardens, LLC",2021,39.85975,-105.15132,1.2
Lanier Solar,2021,34.89594,-77.80964,4.9
Pleasant Valley Solar,2021,33.7365,-83.69671,2.5
Meriwether Farm,2021,36.28897,-78.6073,5.0
"BentonSun, LLC",2021,44.76491,-93.85699,5.0
Jacob Solar,2021,36.29078,-79.62356,5.0
Jackson Board of Education-Liberty HS,2021,40.09029,-74.26522,1.2
Solverde 1,2021,34.65583,-118.29422,85.0
Benthall Bridge PV 1,2021,36.42023,-77.10041,5.0
Woodland Solar Farm,2021,36.89266,-76.61718,19.7
Lake Pulaski Solar,2021,45.1957,-93.81221,7.5
Spruce-WCMD-Resh I,2021,39.68183,-77.80077,2.0
Solean Solar Project,2021,42.09153,-78.44177,4.0
RCWD PV Project,2021,33.5363,-117.19696,3.9
Quichapa 3,2021,37.64956,-113.24143,3.0
"Iron Springs Solar, LLC",2021,37.72493,-113.15943,80.02
Southbridge Solar,2021,42.09013,-72.01114,1.9
Lawrence Creek Solar,2021,45.40254,-92.69402,3.5
Blue Lake Solar,2021,44.79702,-93.43994,3.0
RE Astoria 2,2021,34.8295,-118.47096,75.0
Montrose Solar,2021,45.05579,-93.92311,3.5
Innovative Solar 65,2021,34.76001,-79.50119,4.9
Innovative Solar 64,2021,35.04226,-78.33579,4.9
"Innovative Solar 63, LLC",2021,35.39521,-77.62081,4.9
Innovative Solar 6,2021,35.65766,-82.71022,3.6
"Whitethorn Solar, LLC",2021,37.69203,-121.71739,3.3
Innovative Solar 46,2021,34.91544,-78.93527,78.5
"Solar Star California, XLIV, LLC",2021,34.51189,-117.91641,9.5
"Innovative Solar 43, LLC",2021,34.53396,-78.312,38.9
"Solar Star California, XLI, LLC",2021,34.83026,-118.39237,54.0
Iron Horse Solar I (CSG),2021,42.5819,-71.24573,2.9
Quichapa 2,2021,37.66793,-113.18997,3.0
Bernards Solar,2021,40.70029,-74.5819,2.6
Quichapa 1,2021,37.65347,-113.21757,3.0
Augusta Solar Farm,2021,41.10002,-74.73201,2.9
Kelford,2021,36.15559,-77.21966,4.7
South Sioux City Solar,2021,42.43153,-96.40808,2.3
"Mesquite Solar 3, LLC",2021,33.3409,-112.95075,154.0
Bethlehem-West,2021,42.54208,-73.83056,1.0
Palmer Landfill,2021,42.21809,-72.31343,4.0
Minnie Solar,2021,35.95037,-79.36138,3.0
South Louisburg Solar,2021,36.05775,-78.30698,5.0
"Mesquite Solar 2, LLC",2021,33.33127,-112.92339,100.8
"Blythe Solar 110, LLC",2021,33.67367,-114.73806,109.8
Moapa Southern Paiute,2021,36.52594,-114.75462,250.0
Mocksville Solar,2021,35.83354,-80.57448,15.4
Bethlehem-East,2021,42.54035,-73.82671,1.7
"Blythe Solar II, LLC",2021,33.68415,-114.73977,131.2
"Kenansville Solar 2, LLC",2021,34.95607,-77.98478,2.0
Modlin Solar Farm,2021,35.85425,-77.10674,4.9
Kearsarge Bellingham PV,2021,42.06836,-71.46152,2.9
"Boulder Solar Power, LLC",2021,35.83626,-114.9816,100.0
Sonne One,2021,35.43875,-77.86312,5.0
Lang Solar Farm,2021,35.21661,-77.49965,5.0
Woodfields Solar,2021,34.19163,-82.13087,2.0
Sonne Two,2021,35.65536,-81.18379,5.0
Bonnybrooke PV,2021,33.05112,-111.34077,50.0
"Leavenworth Greenworks, LLC",2021,40.94213,-72.89028,9.5
Audrey Solar,2021,35.32799,-81.62187,3.0
Kenneth Solar,2021,36.42239,-78.1524,3.0
Monroe Moore Farm,2021,34.97206,-80.60116,5.0
Sophie Solar,2021,35.30542,-81.6969,4.5
"Aulander Hwy 42 Solar, LLC",2021,36.24597,-77.08215,5.0
Blueberry One,2021,35.31238,-78.15728,5.0
Mohave Electric Cooperative at Joy Lane,2021,34.99478,-114.55377,10.0
Junction Road,2021,40.52368,-74.84324,4.7
RE Roserock,2021,30.95868,-103.29935,157.5
"Leggett Solar, LLC",2021,36.06114,-77.62923,5.0
Southerland Farm Solar,2021,36.26637,-78.36503,5.0
Antelope Expansion 1B,2021,34.71655,-118.26111,17.0
CED Ducor 1,2021,35.85544,-119.0685,20.0
Husky Solar,2021,36.28307,-79.56693,5.0
Antelope DSR 2,2021,34.68685,-118.31193,5.0
Meadowbrook Solar Farm,2021,35.55542,-80.38509,4.9
CED Ducor 2,2021,35.84642,-119.06582,20.0
US-TOPCO (Soccer Center),2021,34.6616,-118.08691,3.0
Stateline Solar,2021,35.58714,-115.42845,299.5
CED Ducor 3,2021,35.84555,-119.05701,15.0
"Vale Air Solar Center, LLC",2021,43.9617,-117.25928,10.0
Hunt Road Solar,2021,42.83084,-70.96048,4.5
Springbok Solar Farm 2,2021,35.24881,-117.97362,155.0
CED Ducor 4,2021,35.85028,-119.02603,20.0
Antelope DSR 1,2021,34.65636,-118.28183,50.0
RE Garland A,2021,34.82114,-118.49764,20.0
Ozarks Natural Energy Community Solar,2021,36.16421,-94.08241,1.0
"Bison Solar, LLC",2021,40.86524,-105.01302,32.4
"CED Westfield Solar, LLC",2021,42.1761,-72.7556,2.0
"Pavant Solar II, LLC",2021,39.15892,-112.35309,50.0
Antelope Big Sky Ranch,2021,34.69262,-118.28633,20.0
Howell Solar,2021,40.13567,-74.1753,7.0
Weymouth Solar Plant,2021,34.10844,-117.7851,3.0
"Kingbird A Solar, LLC",2021,34.82408,-118.4412,20.0
CMEEC-Bozrah,2021,41.57137,-72.15669,2.5
Springbok Solar Farm 1,2021,35.25166,-117.95657,105.0
CMEEC-Norwich Stott St Solar Hybrid,2021,41.57781,-72.10477,3.5
"RE Mustang, LLC",2021,36.23041,-119.91223,100.0
"Kingbird B Solar, LLC",2021,34.82084,-118.44116,20.0
Pavant Solar III,2021,39.15708,-112.37396,20.0
Simons Farm,2021,36.30705,-76.99797,5.0
Sunrise Community Solar,2021,45.47568,-92.89044,4.5
"Hyline Solar Center, LLC",2021,44.15037,-117.001,9.0
RE Garland,2021,34.82219,-118.52799,180.0
ID Solar,2021,43.44092,-116.32853,40.0
Lemoore 1,2021,36.25728,-119.79744,1.5
Avalon Solar II,2021,32.04266,-110.95907,16.0
Tannery Road Landfill,2021,43.23986,-75.54145,2.0
Brookfield Wire Company,2021,42.21685,-72.12191,1.4
Mills Anson Farm,2021,34.96923,-79.94285,5.0
Whitehouse Solar Farm,2021,38.02163,-77.9777,20.0
"Solar Oasis, LLC",2021,34.64901,-118.08492,20.0
Solar Glynn,2021,31.27401,-81.44666,17.68
Imperial Solar Energy Center West,2021,32.7622,-115.78337,148.7
VEC Alburgh Array,2021,44.96166,-73.27416,1.0
RE Barren Ridge 1,2021,35.20517,-118.06951,62.0
Beetle Solar,2021,35.17872,-81.66514,4.0
BC Solar,2021,42.17267,-120.36252,8.0
IVC Solar,2021,32.83197,-115.5063,3.0
"White Pine Solar, LLC",2021,32.50253,-84.25651,101.2
"White Oak Solar, LLC",2021,33.03535,-82.10874,76.5
"White Farm Solar, LLC",2021,36.34865,-77.22208,5.2
"Snow Camp Solar, LLC",2021,35.86385,-79.42539,6.66
Tiburon Holdings,2021,35.90434,-80.41826,5.0
"Thunderegg Solar Center, LLC",2021,43.93278,-116.98835,10.0
Whitakers Farm (Fisher Rd),2021,36.11488,-77.7255,3.4
Butler Solar Project 103,2021,32.55989,-84.27997,103.0
ILR Landfill,2021,40.48753,-74.35883,7.7
"Williamsburg Solar, LLC VNEM (CSG)",2021,42.38762,-72.71311,2.2
"Lincoln Solar, LLC (NC)",2021,35.38002,-81.81362,4.9
Lake Emily Solar,2021,44.32045,-93.90407,4.5
Butler Solar Farm 20,2021,32.57712,-84.3168,22.0
Three Peaks Power,2021,37.82852,-113.12818,80.0
IMPA Huntingburg Solar Park,2021,38.31938,-86.96791,2.0
"Bunn Level Farm, LLC",2021,35.30797,-78.7739,5.0
IMPA Washington Solar Park,2021,38.65314,-87.20903,4.0
Meadows PV 1,2021,35.83349,-77.12322,20.0
RE Astoria,2021,34.84425,-118.44616,100.0
Stone Solar,2021,34.58282,-79.0313,5.0
Old Midville Solar,2021,32.82726,-81.98209,20.16
Clyde Solar Array,2021,41.31942,-82.98326,2.8
North Star Solar Project,2021,45.48618,-92.89016,100.0
"Saluda Solar, LLC",2021,33.96817,-81.78449,6.8
"Coats Solar Farm, LLC",2021,35.41526,-78.69021,4.9
"Day Four Solar, LLC",2021,40.05333,-74.55588,4.5
"Cornwall Solar Center, LLC",2021,36.36868,-78.62618,5.0
Elevation Solar C,2021,34.72689,-118.30294,40.0
"Cohen Farm Solar, LLC",2021,35.55765,-79.19664,6.5
"Darlington Solar, LLC",2021,34.32224,-79.92042000000001,10.0
Walt Disney World Solar Facility,2021,28.37337,-81.56256,4.9
Cold River Road Solar,2021,43.58478,-72.95254,2.3
Seabrook Village,2021,40.23303,-74.08907,3.1
E W Brown,2021,37.7768,-84.72034,10.0
Tripple State Farm,2021,35.73322,-80.76356,5.0
